brand,os,price,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm,gpu_per_cpu
OnePlus,Android,1126.11,2022,8263,9749,88.95,Plastic,2,1,5.1,WiFi 5,Tensor G3,8,64,6.5,AMOLED,120,2928,45,200,16,"Telephoto, Macro",212.4,7.01,0.8475741101651452
Vivo,Android,428.33,2023,2699,3651,78.75,Metal,6,1,5.0,WiFi 6E,Snapdragon 778G,12,128,6.39,AMOLED,90,4920,25,108,8,Other,199.7,8.21,0.739249520679266
Vivo,Android,287.39,2020,2715,2677,93.06,Metal,5,1,4.2,WiFi 6,Snapdragon 778G,8,64,5.95,AMOLED,60,4877,45,108,50,Macro,201.1,8.09,1.0141949943967128
Vivo,Android,391.08,2019,3324,3932,86.76,Plastic,5,2,4.2,WiFi 6,Exynos 1380,12,128,6.46,LCD,90,3886,45,108,32,"Ultra-Wide, Depth",206.7,7.86,0.8453713123092573
Motorola,Android,342.13,2025,1553,3458,81.18,Glass,3,1,4.2,WiFi 6,Exynos 1380,8,128,6.21,OLED,120,5697,25,108,32,"Telephoto, Macro",199.9,8.55,0.4491035280508965
Realme,Android,335.09,2019,2679,2931,86.52,Metal,2,2,5.2,WiFi 6,Exynos 1380,8,64,6.64,OLED,60,6791,33,50,8,Other,187.3,8.24,0.9140225179119754
Samsung,Android,1170.63,2019,9522,10622,80.76,Plastic,3,1,5.0,WiFi 5,Tensor G3,16,128,6.62,OLED,144,4652,25,200,50,"Macro, Depth",196.7,9.36,0.8964413481453587
Apple,iOS,990.64,2019,7482,9359,88.9,Plastic,6,1,5.0,WiFi 6,Tensor G3,16,64,6.23,AMOLED,144,2784,18,200,16,Other,192.8,7.66,0.7994443850838765
Oppo,Android,67.06,2025,319,421,77.13,Metal,5,1,4.2,WiFi 6,Dimensity 6020,4,128,6.54,OLED,60,4689,18,13,8,"Telephoto, Wide",164.2,7.7,0.7577197149643705
Google,Android,880.46,2018,6862,8319,86.32,Plastic,3,1,5.0,WiFi 6,Tensor G3,16,128,6.03,OLED,90,3913,33,50,50,Other,187.5,7.18,0.8248587570621468
Google,Android,958.46,2022,7993,8244,79.68,Metal,3,2,5.2,WiFi 6,A17 Bionic,12,256,6.29,AMOLED,120,2879,45,200,16,Other,179.4,9.23,0.9695536147501213
Vivo,Android,345.09,2022,3012,2896,75.44,Plastic,5,1,5.0,WiFi 6E,Exynos 1380,12,128,6.07,OLED,60,4617,45,64,32,Other,167.5,7.72,1.0400552486187846
Apple,iOS,1150.09,2020,9471,10337,85.36,Glass,2,1,5.1,WiFi 6E,A17 Bionic,16,128,6.25,AMOLED,144,3895,18,108,32,Ultra-Wide,185.3,7.57,0.9162232756118797
Sony,Android,567.26,2025,4005,5736,88.62,Plastic,2,1,5.0,WiFi 5,Exynos 1380,6,128,5.59,LCD,120,3616,25,108,16,Depth,196.7,8.34,0.6982217573221757
Realme,Android,67.06,2023,257,0,80.69,Plastic,4,1,5.0,WiFi 6E,Snapdragon 680,3,128,5.98,AMOLED,144,4011,45,48,50,Other,182.9,8.23,inf
OnePlus,Android,699.62,2022,5237,6081,80.91,Metal,3,1,4.2,WiFi 5,A17 Bionic,8,256,6.84,AMOLED,90,4594,100,108,16,"Macro, Wide",186.0,8.62,0.8612070383160665
Google,Android,1004.1,2024,7417,10017,86.99,Glass,3,2,4.2,WiFi 6E,Snapdragon 8 Gen 2,16,64,6.22,AMOLED,120,4828,33,108,50,"Telephoto, Wide",168.1,7.6,0.7404412498752121
OnePlus,Android,302.76,2022,1749,2839,87.98,Glass,2,1,5.0,WiFi 6,Exynos 1380,8,128,5.66,AMOLED,90,4864,100,108,8,"Ultra-Wide, Depth",150.3,8.74,0.6160619936597393
OnePlus,Android,598.71,2025,3638,5636,87.13,Plastic,6,2,5.2,WiFi 6,Dimensity 900,8,128,5.7,LCD,90,4604,25,108,8,"Depth, Telephoto",209.5,8.01,0.6454932576295245
Xiaomi,Android,137.55,2022,699,899,78.84,Glass,5,1,5.2,WiFi 6,Helio G85,3,128,6.62,AMOLED,60,5136,25,50,16,Other,185.6,9.46,0.7775305895439377
Apple,iOS,1487.02,2024,10827,14480,76.32,Metal,3,2,5.2,WiFi 5,A17 Bionic,16,256,5.68,AMOLED,120,3560,45,50,16,Telephoto,197.9,7.84,0.7477209944751381
Xiaomi,Android,96.19,2024,669,423,83.38,Metal,2,1,5.3,WiFi 6,Helio G85,3,64,5.91,AMOLED,120,3873,33,13,8,Depth,164.7,7.1,1.5815602836879432
Xiaomi,Android,154.04,2021,2210,1183,87.17,Plastic,3,1,5.2,WiFi 5,Helio G85,3,64,6.35,LCD,90,4366,18,48,32,"Ultra-Wide, Depth",186.4,7.53,1.8681318681318682
OnePlus,Android,824.54,2024,5212,7679,85.32,Metal,5,2,5.0,WiFi 5,A17 Bionic,8,64,6.33,AMOLED,90,6618,18,50,50,"Wide, Depth",195.4,9.37,0.6787342101836177
Motorola,Android,270.66,2019,1590,2831,88.04,Plastic,4,1,5.2,WiFi 5,Exynos 1380,8,128,6.09,LCD,90,4620,100,50,8,Other,187.0,9.34,0.5616389968209113
Sony,Android,605.3,2022,4788,6185,77.83,Plastic,7,2,5.3,WiFi 5,Exynos 1380,12,64,5.83,OLED,120,4117,45,108,50,Other,239.0,8.31,0.7741309620048504
OnePlus,Android,67.06,2025,1064,422,76.62,Plastic,2,1,5.2,WiFi 6E,Helio G85,4,256,6.08,AMOLED,90,6113,33,50,8,"Depth, Wide",188.2,8.9,2.5213270142180093
Motorola,Android,231.24,2022,1385,2214,78.52,Metal,2,2,5.3,WiFi 5,Snapdragon 680,6,64,6.66,LCD,90,5300,33,48,8,"Macro, Depth",198.8,8.45,0.6255645889792232
Samsung,Android,101.3,2021,0,659,91.14,Metal,2,1,4.2,WiFi 5,Snapdragon 680,4,64,6.74,OLED,60,5424,100,48,8,"Ultra-Wide, Telephoto",227.1,8.81,0.0
Realme,Android,184.38,2024,641,2782,93.24,Glass,4,2,5.2,WiFi 6E,Helio G85,6,128,5.87,LCD,90,4971,45,13,50,"Wide, Ultra-Wide",195.3,7.75,0.2304097771387491
OnePlus,Android,383.18,2019,3590,2790,78.2,Metal,7,1,5.1,WiFi 5,Exynos 1380,12,256,6.37,AMOLED,60,5246,65,50,8,Other,160.4,8.62,1.2867383512544803
Google,Android,530.65,2020,3824,5011,89.19,Glass,5,2,5.1,WiFi 6E,Dimensity 900,8,64,6.31,LCD,90,5619,18,50,50,Depth,192.4,8.26,0.7631211335062862
OnePlus,Android,665.62,2025,4711,5317,91.14,Metal,2,2,5.1,WiFi 6,Dimensity 900,8,64,5.88,LCD,90,4583,100,64,32,Other,217.3,8.54,0.8860259544856122
Samsung,Android,567.51,2020,3322,6154,79.81,Plastic,3,1,5.1,WiFi 6,Dimensity 900,8,128,5.92,AMOLED,90,4859,25,108,50,Ultra-Wide,226.3,9.22,0.5398115047123822
OnePlus,Android,881.78,2023,6455,8547,86.22,Metal,7,2,5.2,WiFi 6E,Tensor G3,8,64,6.32,OLED,144,5879,18,108,16,"Wide, Macro",199.6,8.8,0.7552357552357553
Samsung,Android,1018.01,2018,8141,9254,94.32,Metal,3,2,5.0,WiFi 5,Snapdragon 8 Gen 2,16,128,6.35,LCD,144,5236,18,50,32,Other,188.6,7.03,0.8797276853252648
Sony,Android,146.95,2019,998,2056,78.0,Plastic,6,2,5.0,WiFi 6E,Helio G85,6,128,6.46,OLED,90,5352,18,13,8,"Depth, Wide",190.6,7.85,0.48540856031128404
Google,Android,804.51,2023,6286,7747,92.28,Plastic,2,2,4.2,WiFi 6E,Tensor G3,12,512,6.54,OLED,120,4220,100,108,8,Other,176.4,7.54,0.8114108687233768
Motorola,Android,234.34,2024,1925,2599,91.78,Metal,4,1,4.2,WiFi 6,Dimensity 6020,3,256,5.95,AMOLED,60,4566,65,48,8,Other,205.2,9.45,0.7406694882647172
Xiaomi,Android,351.31,2024,2376,3628,82.18,Plastic,4,1,5.2,WiFi 6E,Dimensity 900,8,128,6.83,OLED,120,3718,25,108,16,"Ultra-Wide, Depth",203.1,8.67,0.6549062844542448
Xiaomi,Android,393.21,2018,2885,3557,88.52,Metal,2,2,5.2,WiFi 5,Dimensity 900,6,64,6.8,LCD,60,3298,65,64,50,Wide,198.1,7.53,0.8110767500702839
Sony,Android,345.99,2018,2938,2728,92.37,Plastic,2,2,4.2,WiFi 6,Snapdragon 778G,6,128,6.05,AMOLED,60,4044,45,64,16,Other,190.1,7.79,1.0769794721407624
Sony,Android,67.06,2024,118,363,78.68,Glass,5,2,5.2,WiFi 5,Snapdragon 680,4,128,6.4,AMOLED,60,5517,18,48,16,Other,181.7,7.9,0.325068870523416
Samsung,Android,67.06,2020,519,0,83.84,Glass,5,1,5.2,WiFi 6E,Dimensity 6020,4,512,6.52,AMOLED,60,3923,33,48,32,Other,164.6,9.36,inf
Sony,Android,597.2,2025,3820,5553,77.32,Metal,5,2,4.2,WiFi 6,Exynos 1380,6,128,6.82,LCD,60,6010,25,50,8,Other,206.1,7.27,0.687916441563119
Samsung,Android,931.92,2023,7150,9490,86.44,Metal,5,2,5.1,WiFi 6E,A17 Bionic,12,128,5.95,OLED,60,5559,33,200,16,Depth,201.6,7.9,0.7534246575342466
Xiaomi,Android,210.08,2025,1679,1622,91.07,Metal,6,2,5.1,WiFi 6E,Helio G85,4,64,6.81,LCD,144,4365,33,48,32,"Macro, Wide",196.3,8.06,1.035141800246609
Sony,Android,307.32,2021,1657,2867,81.66,Plastic,5,2,5.2,WiFi 6E,Dimensity 900,12,64,6.61,LCD,60,6073,65,64,16,Other,189.5,7.62,0.5779560516219044
Motorola,Android,168.23,2024,649,1528,89.87,Plastic,2,2,5.1,WiFi 5,Helio G85,4,128,6.69,OLED,90,6223,33,50,32,"Wide, Depth",199.1,8.45,0.424738219895288
Samsung,Android,960.06,2023,8140,9504,84.42,Metal,5,2,4.2,WiFi 6E,Tensor G3,16,128,6.21,OLED,90,4965,33,50,16,Other,185.5,9.07,0.8564814814814815
Google,Android,785.54,2019,6037,6472,82.2,Plastic,6,1,5.3,WiFi 5,A17 Bionic,8,128,6.23,AMOLED,90,5798,65,108,50,"Ultra-Wide, Telephoto",174.3,9.13,0.93278739184178
Vivo,Android,374.25,2019,2950,3730,82.57,Metal,6,2,5.2,WiFi 6E,Dimensity 900,6,64,6.66,LCD,120,4676,25,50,50,Wide,186.8,9.03,0.7908847184986595
Sony,Android,384.16,2024,2865,2929,84.05,Glass,2,2,5.0,WiFi 6,Dimensity 900,12,512,6.07,AMOLED,60,5327,33,64,16,Other,170.4,9.03,0.9781495390918402
Vivo,Android,390.65,2018,2720,4427,87.65,Glass,7,2,5.2,WiFi 6E,Snapdragon 778G,12,256,6.45,AMOLED,90,4430,18,50,8,"Depth, Ultra-Wide",202.0,7.12,0.6144115653941721
Samsung,Android,1199.02,2023,8921,10001,87.31,Plastic,2,2,5.2,WiFi 6E,A17 Bionic,16,256,5.5,OLED,120,5216,45,200,16,Wide,232.1,7.08,0.892010798920108
Xiaomi,Android,309.01,2019,1916,2687,78.1,Glass,3,1,5.2,WiFi 5,Exynos 1380,6,64,6.49,AMOLED,60,4942,33,108,50,Other,193.1,8.86,0.7130628954224042
Sony,Android,298.18,2024,1895,3609,93.29,Plastic,3,2,5.3,WiFi 5,Exynos 1380,6,128,6.09,AMOLED,144,4547,33,50,50,"Macro, Ultra-Wide",171.0,8.24,0.5250761983929066
Sony,Android,534.04,2024,3576,4954,84.92,Glass,3,2,5.0,WiFi 6E,Dimensity 900,6,128,6.87,AMOLED,120,5164,18,64,16,"Depth, Macro",189.2,8.99,0.7218409366168752
Google,Android,654.88,2019,5280,6007,92.7,Plastic,3,1,4.2,WiFi 6,Exynos 1380,12,128,5.98,AMOLED,60,3676,33,64,16,"Wide, Ultra-Wide",200.5,8.64,0.8789745297153321
OnePlus,Android,434.12,2023,3661,3806,88.61,Plastic,4,1,4.2,WiFi 6E,Dimensity 900,12,64,6.77,LCD,90,5021,45,50,8,Other,186.0,7.25,0.9619022595901209
Samsung,Android,958.93,2018,7237,9159,80.1,Plastic,4,1,4.2,WiFi 5,Tensor G3,16,64,6.06,AMOLED,120,5421,25,50,8,"Macro, Wide",189.1,8.72,0.7901517632929359
Xiaomi,Android,108.94,2024,1476,1189,86.22,Metal,7,1,5.1,WiFi 6E,Helio G85,4,256,6.42,OLED,120,4999,65,50,8,Other,221.6,7.82,1.2413793103448276
Google,Android,428.9,2025,2796,4383,75.49,Metal,7,2,5.1,WiFi 6,Snapdragon 778G,6,64,6.47,OLED,144,4950,100,64,50,"Ultra-Wide, Wide",233.6,8.67,0.6379192334017796
Samsung,Android,402.77,2019,2721,3698,91.61,Glass,2,2,5.0,WiFi 6,Exynos 1380,6,64,6.62,AMOLED,90,6354,65,50,8,"Wide, Telephoto",209.3,9.29,0.7358031368307193
Oppo,Android,394.97,2020,2685,3155,78.59,Metal,2,1,5.2,WiFi 6,Exynos 1380,8,64,6.24,OLED,60,5409,65,108,32,"Wide, Depth",191.6,9.23,0.8510301109350238
Google,Android,840.6,2023,6505,8625,90.28,Metal,4,2,5.3,WiFi 5,Snapdragon 8 Gen 2,16,256,5.86,LCD,120,4445,33,200,50,"Wide, Macro",188.5,7.43,0.7542028985507246
Apple,iOS,1300.23,2023,9581,12067,94.91,Plastic,5,1,5.0,WiFi 6,Snapdragon 8 Gen 2,12,128,6.23,OLED,144,3506,65,108,32,Other,197.3,8.41,0.7939835916134913
Sony,Android,791.87,2024,5502,7136,85.99,Glass,5,2,4.2,WiFi 6,A17 Bionic,12,128,6.12,OLED,90,5680,33,108,8,Ultra-Wide,180.6,9.29,0.7710201793721974
OnePlus,Android,573.12,2020,4441,4245,85.6,Glass,7,1,4.2,WiFi 6,Dimensity 900,6,512,6.61,LCD,144,4926,45,108,50,Other,200.0,9.43,1.0461719670200236
Xiaomi,Android,158.82,2021,1539,1629,86.08,Glass,2,1,5.0,WiFi 5,Snapdragon 680,3,256,6.64,OLED,90,5062,33,13,50,"Ultra-Wide, Telephoto",212.0,7.32,0.9447513812154696
Google,Android,680.27,2020,4758,6636,75.58,Plastic,2,1,5.1,WiFi 6E,A17 Bionic,8,64,5.79,OLED,144,5914,65,200,32,Other,200.7,7.18,0.716998191681736
OnePlus,Android,974.97,2024,6304,9330,81.47,Glass,2,2,5.0,WiFi 6,Tensor G3,16,256,5.9,OLED,120,4215,33,200,8,Other,163.6,7.92,0.6756698821007503
Realme,Android,235.73,2023,1039,2061,76.01,Plastic,2,1,4.2,WiFi 6E,Snapdragon 680,4,128,6.89,OLED,144,4709,33,48,8,Other,179.9,7.65,0.5041242115477923
Motorola,Android,227.16,2022,1661,2457,94.85,Plastic,7,2,5.0,WiFi 6,Snapdragon 680,4,128,5.73,AMOLED,90,5007,100,48,50,Depth,154.8,9.31,0.676027676027676
Apple,iOS,1554.16,2019,12243,14301,84.9,Glass,5,1,5.2,WiFi 5,Tensor G3,16,128,6.77,OLED,90,3248,25,200,8,Ultra-Wide,192.9,7.51,0.856093979441997
OnePlus,Android,813.87,2021,6102,7963,84.24,Plastic,7,2,5.0,WiFi 6,Tensor G3,16,128,6.68,OLED,120,5436,45,50,32,Other,205.2,9.45,0.7662941102599523
Apple,iOS,1337.38,2025,9560,12168,76.51,Metal,2,1,4.2,WiFi 6,A17 Bionic,8,64,5.86,OLED,144,3315,18,108,16,"Wide, Ultra-Wide",200.6,7.24,0.7856673241288626
Vivo,Android,141.52,2023,1622,1383,75.38,Plastic,3,2,4.2,WiFi 6,Dimensity 6020,6,128,6.6,LCD,144,3612,100,48,8,Other,174.7,7.84,1.172812725958062
Motorola,Android,230.62,2024,1883,1980,80.95,Plastic,3,2,5.0,WiFi 6E,Snapdragon 680,4,128,6.34,LCD,90,6453,18,48,16,"Wide, Depth",206.1,7.56,0.951010101010101
Oppo,Android,167.28,2024,1524,1218,78.67,Plastic,5,1,5.1,WiFi 5,Snapdragon 680,6,64,6.84,LCD,120,4875,25,50,50,Other,202.4,9.06,1.251231527093596
OnePlus,Android,673.67,2020,4974,7340,82.73,Glass,3,1,5.0,WiFi 6E,A17 Bionic,8,512,5.98,OLED,60,5610,45,50,16,"Macro, Depth",221.2,9.33,0.6776566757493188
Google,Android,795.98,2019,5807,7473,90.02,Glass,6,2,5.3,WiFi 5,A17 Bionic,16,64,6.31,AMOLED,90,4726,18,200,50,"Ultra-Wide, Macro",139.2,8.15,0.7770640974173691
Apple,iOS,1346.62,2020,9540,12644,79.01,Glass,6,1,5.3,WiFi 6,Tensor G3,12,64,6.54,OLED,90,3336,33,108,16,Other,212.2,8.79,0.7545080670673837
Motorola,Android,462.06,2022,3403,4335,76.6,Glass,3,2,4.2,WiFi 5,Snapdragon 778G,12,512,6.14,AMOLED,120,4395,100,50,50,"Telephoto, Macro",146.3,7.0,0.7850057670126874
Realme,Android,350.24,2021,2997,3602,83.76,Plastic,7,1,5.2,WiFi 6,Dimensity 900,8,256,5.87,AMOLED,60,5933,25,108,16,Other,208.2,7.58,0.8320377568017768
Xiaomi,Android,120.9,2021,1204,1015,93.17,Metal,6,1,5.3,WiFi 6,Snapdragon 680,3,512,6.24,AMOLED,60,4151,33,13,32,Other,171.0,7.08,1.186206896551724
Oppo,Android,280.34,2025,2222,2629,82.47,Metal,6,1,5.1,WiFi 6E,Exynos 1380,12,64,6.56,AMOLED,60,4068,45,108,8,"Depth, Telephoto",222.6,8.37,0.8451882845188284
Motorola,Android,405.0,2023,3174,3962,82.13,Metal,4,2,5.0,WiFi 6E,Exynos 1380,8,128,6.62,AMOLED,144,5587,100,64,16,Other,192.6,7.55,0.801110550227158
Motorola,Android,501.68,2018,4133,4412,88.25,Plastic,6,2,5.0,WiFi 6E,Snapdragon 778G,12,128,6.25,OLED,120,5143,18,64,32,"Wide, Telephoto",165.6,7.68,0.9367633726201269
Sony,Android,216.76,2022,1342,1241,78.68,Glass,6,1,5.3,WiFi 6E,Helio G85,4,256,5.8,OLED,90,4538,18,50,32,Other,164.8,8.2,1.081385979049154
Sony,Android,257.97,2024,2558,2873,78.43,Metal,6,1,4.2,WiFi 5,Helio G85,3,128,5.7,LCD,60,4909,45,48,50,Other,203.7,8.34,0.8903585102680125
Sony,Android,777.69,2024,6145,7850,76.58,Glass,3,2,4.2,WiFi 6E,A17 Bionic,12,128,5.85,LCD,120,5204,25,108,50,Other,150.6,9.18,0.7828025477707007
Samsung,Android,368.88,2019,2851,4131,77.99,Glass,3,2,4.2,WiFi 5,Snapdragon 778G,8,128,5.84,OLED,120,6049,18,108,8,Other,205.0,7.93,0.6901476640038732
Samsung,Android,299.95,2019,2574,2293,91.52,Metal,6,2,5.1,WiFi 5,Exynos 1380,12,256,5.82,OLED,90,5802,25,64,16,"Ultra-Wide, Wide",175.5,9.07,1.1225468818142172
Realme,Android,288.56,2025,2279,3383,83.99,Metal,7,1,5.2,WiFi 5,Snapdragon 778G,8,128,6.84,AMOLED,90,5715,65,64,32,Other,179.2,9.49,0.673662429796039
Apple,iOS,1076.71,2024,8931,10183,82.93,Plastic,6,2,4.2,WiFi 5,A17 Bionic,12,128,5.69,OLED,120,3206,18,108,50,"Ultra-Wide, Wide",222.3,7.49,0.8770499852695669
Vivo,Android,468.44,2021,3889,4728,93.21,Glass,3,2,4.2,WiFi 6,Dimensity 900,8,128,6.85,AMOLED,144,5769,33,64,50,"Macro, Telephoto",209.1,7.65,0.8225465313028765
Realme,Android,337.37,2025,1479,3251,75.39,Metal,3,1,5.1,WiFi 6,Exynos 1380,8,128,6.31,AMOLED,90,4507,45,50,16,"Telephoto, Ultra-Wide",197.9,8.47,0.45493694247923716
Xiaomi,Android,142.28,2020,427,2238,90.85,Glass,7,2,4.2,WiFi 6E,Helio G85,3,256,6.02,LCD,144,3965,45,48,32,Ultra-Wide,197.1,7.59,0.19079535299374442
Sony,Android,379.29,2019,1959,3350,87.07,Plastic,3,1,5.1,WiFi 6E,Snapdragon 778G,6,64,5.6,LCD,60,5398,33,108,32,Other,206.6,7.37,0.5847761194029851
Apple,iOS,885.93,2023,6768,7728,91.63,Glass,7,2,5.0,WiFi 6,A17 Bionic,12,256,5.7,OLED,90,3408,25,108,16,Depth,203.3,8.05,0.8757763975155279
Vivo,Android,383.74,2022,3347,2894,77.02,Glass,6,2,5.3,WiFi 5,Exynos 1380,8,128,6.07,LCD,90,5261,65,64,32,Macro,188.3,8.88,1.1565307532826539
Realme,Android,237.34,2022,1921,2370,94.48,Plastic,3,2,5.2,WiFi 6,Helio G85,3,128,6.36,AMOLED,90,5279,18,13,16,Depth,199.6,8.93,0.8105485232067511
Sony,Android,317.27,2024,2511,3364,75.14,Metal,7,1,5.1,WiFi 5,Snapdragon 778G,12,512,5.88,OLED,120,5275,18,108,50,"Ultra-Wide, Depth",168.4,8.97,0.7464328180737217
OnePlus,Android,896.54,2022,6415,7982,85.86,Glass,2,2,5.3,WiFi 6,Tensor G3,8,128,6.11,AMOLED,120,6923,33,108,50,"Depth, Ultra-Wide",202.0,7.75,0.8036832873966424
Realme,Android,155.96,2022,1053,551,75.02,Metal,4,1,5.3,WiFi 5,Dimensity 6020,4,256,6.53,LCD,60,5577,18,13,8,Other,196.1,7.19,1.9110707803992741
Sony,Android,401.57,2024,3128,3650,88.98,Glass,7,1,5.1,WiFi 6E,Snapdragon 778G,12,64,6.38,LCD,90,4375,33,50,50,"Ultra-Wide, Macro",192.0,7.01,0.856986301369863
Xiaomi,Android,324.64,2025,2366,2771,76.22,Plastic,6,1,4.2,WiFi 6E,Snapdragon 778G,12,128,6.57,OLED,90,5821,18,64,8,Ultra-Wide,199.6,8.83,0.8538433778419343
Apple,iOS,1414.05,2023,11472,12911,84.7,Metal,6,1,5.1,WiFi 6E,A17 Bionic,12,128,5.56,OLED,90,3154,100,50,32,Wide,176.0,7.25,0.8885446518472621
Oppo,Android,153.63,2020,1480,1189,94.02,Metal,7,1,5.2,WiFi 6,Helio G85,6,64,5.54,LCD,60,5949,45,13,8,Wide,149.4,7.62,1.2447434819175778
Vivo,Android,494.49,2018,3840,4117,86.56,Metal,5,1,5.2,WiFi 6,Snapdragon 778G,8,512,6.68,LCD,120,5467,18,108,50,Depth,198.8,8.94,0.9327179985426282
OnePlus,Android,546.14,2021,4263,6177,75.73,Metal,2,2,5.1,WiFi 5,Exynos 1380,12,64,6.58,LCD,144,5965,45,50,8,Other,190.8,9.3,0.6901408450704225
Motorola,Android,72.4,2024,1017,250,91.65,Glass,2,1,5.2,WiFi 6E,Snapdragon 680,4,128,6.16,OLED,60,5197,18,13,16,Other,173.4,9.25,4.068
Oppo,Android,283.68,2023,1594,2868,88.41,Glass,6,2,5.3,WiFi 6,Dimensity 900,8,64,5.63,LCD,120,4499,45,108,8,"Depth, Wide",195.4,8.25,0.5557880055788006
Oppo,Android,137.59,2021,127,526,93.39,Glass,6,1,4.2,WiFi 6,Dimensity 6020,4,256,5.63,AMOLED,144,5424,45,13,8,"Telephoto, Depth",181.0,8.32,0.2414448669201521
Google,Android,732.21,2018,5314,6408,78.57,Glass,3,1,5.3,WiFi 6,Snapdragon 8 Gen 2,12,128,5.99,OLED,120,4306,45,200,32,Other,185.5,7.07,0.8292759051186017
Xiaomi,Android,282.51,2019,1259,2617,89.47,Metal,5,1,4.2,WiFi 6,Snapdragon 778G,12,128,6.36,OLED,144,4558,45,50,32,"Ultra-Wide, Telephoto",171.0,8.03,0.4810852120748949
Sony,Android,424.14,2020,3922,4240,77.98,Glass,2,1,5.2,WiFi 5,Exynos 1380,6,256,6.65,AMOLED,60,5198,25,108,32,"Wide, Macro",199.2,7.81,0.925
Oppo,Android,301.27,2024,2191,2055,89.84,Plastic,2,2,5.1,WiFi 5,Snapdragon 778G,6,64,6.22,AMOLED,60,4660,45,64,50,Other,227.8,7.16,1.0661800486618005
Oppo,Android,305.78,2025,2852,2676,93.32,Plastic,7,2,5.1,WiFi 6E,Snapdragon 778G,8,128,6.42,LCD,60,5186,45,64,50,Other,195.6,8.48,1.0657698056801195
Google,Android,1034.18,2023,8020,9674,80.17,Metal,7,1,5.2,WiFi 6,A17 Bionic,8,64,5.9,AMOLED,90,4270,65,50,32,"Wide, Ultra-Wide",206.1,8.77,0.8290262559437668
Apple,iOS,773.42,2020,5895,7733,84.57,Plastic,5,2,5.3,WiFi 6E,Tensor G3,12,64,6.56,OLED,120,3407,45,200,32,Ultra-Wide,188.8,7.46,0.7623173412647097
Realme,Android,312.18,2019,2023,3567,75.38,Metal,5,2,5.0,WiFi 5,Snapdragon 778G,8,128,6.25,AMOLED,120,4946,25,64,50,Depth,205.3,9.25,0.5671432576394729
Oppo,Android,272.25,2018,1658,2339,81.91,Metal,2,2,5.1,WiFi 6,Dimensity 900,12,256,6.85,AMOLED,90,5443,18,108,8,Depth,207.9,7.52,0.70884993587003
Samsung,Android,899.35,2021,6101,8950,79.59,Plastic,6,2,4.2,WiFi 6E,Tensor G3,16,256,6.14,LCD,120,5198,45,200,8,Other,230.5,8.16,0.6816759776536313
Sony,Android,276.24,2023,1770,2870,82.83,Metal,7,1,5.3,WiFi 5,Snapdragon 778G,8,256,5.58,LCD,60,4768,100,64,8,"Telephoto, Ultra-Wide",214.3,7.17,0.6167247386759582
Vivo,Android,275.07,2019,1971,2830,88.29,Plastic,5,2,4.2,WiFi 6E,Dimensity 900,6,64,6.62,OLED,60,5922,65,64,16,"Macro, Telephoto",170.3,7.34,0.6964664310954064
Vivo,Android,249.82,2021,1465,2139,82.74,Glass,6,2,5.0,WiFi 6E,Helio G85,3,128,5.71,OLED,144,5146,45,13,16,Other,195.0,8.87,0.6848994857410005
Vivo,Android,133.73,2025,265,1210,91.07,Glass,2,1,5.0,WiFi 6E,Dimensity 6020,3,128,5.61,LCD,60,4559,25,13,32,"Ultra-Wide, Depth",200.3,7.68,0.2190082644628099
Motorola,Android,436.82,2025,3210,4586,85.11,Metal,3,1,5.2,WiFi 6E,Exynos 1380,6,512,5.61,AMOLED,60,4788,33,50,50,"Macro, Telephoto",204.3,7.6,0.6999563890100305
Realme,Android,291.22,2018,2776,2060,82.67,Glass,4,1,5.0,WiFi 5,Dimensity 900,6,128,5.67,AMOLED,60,3961,100,108,8,Wide,167.6,7.39,1.3475728155339806
Motorola,Android,315.95,2022,2540,3306,92.9,Glass,7,1,5.2,WiFi 6,Dimensity 900,8,128,6.85,AMOLED,90,5663,33,64,8,Other,201.1,9.38,0.7683000604960678
Motorola,Android,369.69,2019,2137,3385,90.16,Glass,2,2,5.2,WiFi 5,Dimensity 900,6,128,5.8,OLED,60,4229,18,64,32,"Wide, Ultra-Wide",164.9,8.79,0.631314623338257
Apple,iOS,1281.17,2025,9859,11943,77.01,Plastic,2,1,4.2,WiFi 6,A17 Bionic,16,64,5.84,OLED,120,3779,45,108,8,"Telephoto, Macro",185.6,8.11,0.8255044796114879
Motorola,Android,314.87,2019,1457,2350,78.45,Metal,6,1,5.1,WiFi 5,Snapdragon 778G,12,512,5.52,LCD,60,5230,18,64,32,Other,213.4,7.37,0.62
Samsung,Android,865.68,2019,5733,7754,93.44,Glass,5,2,4.2,WiFi 6,Snapdragon 8 Gen 2,8,128,6.88,AMOLED,60,4850,33,108,16,Telephoto,198.3,7.8,0.7393603301521795
Motorola,Android,226.67,2019,1813,2605,86.13,Glass,3,1,5.0,WiFi 6,Snapdragon 680,4,256,5.71,LCD,120,5096,33,50,16,"Ultra-Wide, Depth",170.6,8.49,0.6959692898272553
